player,player_id,Career_MP,Career_WS,Career_VORP,All_Star_Selections,All_NBA_Selections,OutcomeClass
David Bustion,bustida01,355,0.7,0,0,0,Rotational
David Cooke,cookeda01,38,0,0,0,0,Rotational
David Duke Jr.,dukeda01,654,0.3,-0.5,0,0,Rotational
David Harrison,harrida01,2686,3.0999999999999996,-1.7,0,0,Rotational
David Johnson,johnsda08,2,0,0,0,0,Rotational
David Jones Garcia,jonesda06,68,0.3,0.1,0,0,Rotational
David Lee,leeda02,25196,78.9,19.9,2,1,All-Star
David Noel,noelda01,792,0.4,-0.2,0,0,Rotational
David Nwaba,nwabada01,4583,8,0.4,0,0,Rotational
David Pope,popeda01,203,-0.1,-0.3,0,0,Rotational
David Rivers,riverda01,1286,-0.3,-0.7,0,0,Rotational
David Robinson,robinda01,34271,178.8,82.1,10,10,Superstar
David Roddy,roddyda01,4505,2.6,-2.3,0,0,Rotational
David Stockton,stockda01,42,0.1,0,0,0,Rotational
David Thirdkill,thirdda01,1652,1.3,-1.2,0,0,Rotational
David Thompson,thompda01,19406,63.1,21.3,5,3,Superstar
David Vanterpool,vanteda01,411,0,-0.2,0,0,Rotational
David Vaughn,vaughda01,2593,1.5,0.1,0,0,Rotational
David Vaughn,vaughda02,1645,1,-1.7,0,0,Rotational
David Wear,wearda01,7,0,0,0,0,Rotational
David Wesley,wesleda01,33046,66.5,16.8,0,0,All-Star
David West,westda01,29144,86,27.6,2,0,All-Star
David Wingate,wingada01,13243,11.799999999999999,-1.2,0,0,Starter
David Wood,woodda01,6323,11.4,-1.4,0,0,Rotational
Davion Mitchell,mitchda01,10678,13.2,-1.6,0,0,Starter
Davon Reed,reedda01,1641,1.5000000000000002,-0.6,0,0,Rotational
Day'Ron Sharpe,sharpda01,3931,11.9,2.1,0,0,Rotational
De'Aaron Fox,foxde01,22132,44.7,16.4,2,1,All-Star
De'Andre Hunter,huntede01,13912,18.6,-1.8,0,0,Starter
De'Anthony Melton,meltode01,9272,14.8,5.2,0,0,Rotational
DeAndre Jordan,jordade01,30735,108.6,24.5,1,0,Superstar
DeAndre Liggins,liggide01,3408,2.6,-0.3,0,0,Rotational
DeAndre' Bembry,bembrde01,6696,6.6000000000000005,-2.78E-17,0,0,Rotational
DeJon Jarreau,jarrede01,382,-0.2,-0.3,0,0,Rotational
DeJuan Blair,blairde01,7054,19,1.5,0,0,Rotational
DeJuan Wheat,wheatde01,740,0.5,0,0,0,Rotational
DeMar DeRozan,derozde01,43634,114.2,30.5,6,3,Superstar
DeMarco Johnson,johnsde02,37,-0.1,-0.1,0,0,Rotational
DeMarcus Cousins,couside01,23405,57.2,27.7,4,0,All-Star
DeMarcus Nelson,nelsode01,171,-0.3,-0.2,0,0,Rotational
DeMarre Carroll,carrode01,14363,30.4,6.699999999999999,0,0,Starter
DeQuan Jones,jonesde01,803,0.1,-0.5,0,0,Rotational
DeSagana Diop,diopde01,10734,17.299999999999997,0.5999999999999999,0,0,Starter
DeShawn Stevenson,stevede01,21723,13.399999999999999,-4.8,0,0,Starter
DeVaughn Akoon-Purcell,akoonde01,22,0,0,0,0,Rotational
DeWayne Scales,scalede01,521,0.19999999999999998,-0.4,0,0,Rotational
Dean Garrett,garrede01,7152,14,0.7,0,0,Rotational
Dean Meminger,meminde01,8554,16.7,2.6,0,0,Rotational
Dean Oliver,olivede01,232,-0.2,-0.3,0,0,Rotational
Dean Tolson,tolsode01,681,2.2,0.7,0,0,Rotational
Dean Wade,wadede01,6832,14.9,2.9,0,0,Rotational
Deandre Ayton,aytonde01,14230,43.7,9.2,0,0,Starter
Deb Smith,smithde01,0,0.7,0,0,0,Rotational
Dedric Willoughby,willode01,508,0.4,0.1,0,0,Rotational
Dee Brown,brownde01,18562,36.8,12.6,0,0,Starter
Dee Brown,brownde03,972,0,-0.4,0,0,Rotational
Dee Gibson,gibsode01,0,2.7,0,0,0,Rotational
Deividas Sirvydis,sirvyde01,160,-0.1,-0.1,0,0,Rotational
Dejounte Murray,murrade01,15134,26.8,12.9,1,0,All-Star
Del Beshore,beshode01,870,-0.9,-0.7,0,0,Rotational
Delaney Rudd,ruddde01,2357,0.7,-1.2,0,0,Rotational
Dell Curry,curryde01,23549,41.4,17.2,0,0,Starter
Dell Demps,dempsde01,108,0.2,0,0,0,Rotational
Delon Wright,wrighde01,15999,39.8,15,0,0,Starter
Delonte West,westde01,13375,25.7,9.1,0,0,Starter
Demetris Nichols,nichode01,116,-0.4,-0.2,0,0,Rotational
Demetrius Calip,calipde01,58,-0.2,-0.1,0,0,Rotational
Demetrius Jackson,jacksde01,216,0.1,0,0,0,Rotational
Deng Adel,adelde01,194,-0.2,-0.3,0,0,Rotational
Deng Gai,gaide01,5,0,0,0,0,Rotational
Deni Avdija,avdijde01,11878,21.7,5.9,1,0,All-Star
Dennis Awtrey,awtrede01,16592,28.3,2.1,0,0,Starter
Dennis Bell,bellde01,545,0.1,0,0,0,Rotational
Dennis Boyd,boydde01,40,-0.2,-0.1,0,0,Rotational
Dennis DuVal,duvalde01,267,0,-0.1,0,0,Rotational
Dennis Grey,greyde01,1391,0.49999999999999994,0,0,0,Rotational
Dennis Hamilton,hamilde01,1861,4,0,0,0,Rotational
Dennis Holman,holmade01,554,0.3,0,0,0,Rotational
Dennis Hopson,hopsode01,8823,9.200000000000001,1.4,0,0,Rotational
Dennis Horner,hornede01,22,0,0,0,0,Rotational
Dennis Johnson,johnsde01,35954,82.7,24.6,5,4,Superstar
Dennis Nutt,nuttde01,91,0.3,0.1,0,0,Rotational
Dennis Rodman,rodmade01,28839,89.8,21.2,2,4,Superstar
Dennis Schroder,schrode01,32846,45.5,2.7,0,0,Starter
Dennis Scott,scottde01,21011,37,10.3,0,0,Starter
Dennis Smith Jr.,smithde03,9529,2.9000000000000004,0.10000000000000003,0,0,Rotational
Dennis Stewart,stewade01,72,-0.2,0,0,0,Rotational
Dennis Van Zant,vanzade01,2,0,0,0,0,Rotational
Dennis Wuycik,wuycide01,1684,2.2,-0.3,0,0,Rotational
Denzel Valentine,valende01,5039,4.7,0.2,0,0,Rotational
Deonte Burton,burtode02,602,-0.4,-0.5,0,0,Rotational
DerMarr Johnson,johnsde03,5930,6.4,0.5999999999999999,0,0,Rotational
Dereck Lively II,livelde01,2242,8.6,2,0,0,Rotational
Derek Anderson,anderde01,19022,45.3,13.600000000000001,0,0,Starter
Derek Fisher,fishede01,34802,63.9,8.1,0,0,All-Star
Derek Grimm,grimmde01,34,0,0,0,0,Rotational
Derek Harper,harpede01,39990,90.8,36.9,0,0,All-Star
Derek Hood,hoodde01,4,-0.1,0,0,0,Rotational
Derek Smith,smithde02,11120,19.2,2.9,0,0,Starter
Derek Strong,stronde01,8548,18.5,-0.4,0,0,Rotational
Dereon Seabron,seabrde01,67,0.1,0,0,0,Rotational
Derik Queen,queende01,2023,2.7,0.6,0,0,Rotational
Dermie O'Connell,oconnde01,0,-5.6,0,0,0,Rotational
Deron Williams,willide01,32987,87.1,31.6,3,2,All-Star
Derrek Dickey,dickede01,5838,11.6,0.7,0,0,Rotational
Derrick Alston,alstode01,2657,2.5999999999999996,-0.6,0,0,Rotational
Derrick Brown,brownde04,3130,5.6,0.5,0,0,Rotational
Derrick Byars,byarsde01,37,0.1,0,0,0,Rotational
Derrick Caracter,caracde01,215,0.3,-0.3,0,0,Rotational
Derrick Chievous,chievde01,2831,3.9000000000000004,-0.7,0,0,Rotational
Derrick Coleman,colemde01,25903,64.2,22.3,1,0,All-Star
Derrick Dial,dialde01,986,0.8,-0.1,0,0,Rotational
Derrick Favors,favorde01,20737,63,13.4,0,0,All-Star
Derrick Gervin,gervide01,1082,2.1,0.30000000000000004,0,0,Rotational
Derrick Jones Jr.,jonesde02,11679,26.8,3.6,0,0,Starter
Derrick McKey,mckeyde01,27229,61.7,20.3,0,0,All-Star
Derrick Phelps,phelpde01,5,0,0,0,0,Rotational
Derrick Rose,rosede01,23753,47.6,19,3,3,Superstar
Derrick Rowland,rowlade01,9,0,0,0,0,Rotational
Derrick Walton,waltode01,751,1.4,0.1,0,0,Rotational
Derrick White,whitede01,18905,51.8,20.2,0,0,All-Star
Derrick Williams,willide02,11488,17.8,0.6000000000000001,0,0,Starter
Derrick Zimmerman,zimmede01,32,0,-0.1,0,0,Rotational
Desmon Farmer,farmede01,86,-0.1,-0.1,0,0,Rotational
Desmond Bane,banede01,12030,32.9,12.6,0,0,Starter
Desmond Ferguson,fergude01,32,0,0,0,0,Rotational
Desmond Mason,masonde01,22404,28.3,-1.7,0,0,Starter
Desmond Penigar,penigde01,89,0.1,-0.1,0,0,Rotational
Detlef Schrempf,schrede01,35447,113.8,33.2,3,1,Superstar
Devean George,georgde01,11682,18.3,1.4,0,0,Starter
Devin Booker,bookede01,25295,57.9,20.2,5,1,All-Star
Devin Brown,brownde02,10175,13.299999999999999,0.30000000000000004,0,0,Starter
Devin Cannady,cannade01,219,0.2,0,0,0,Rotational
Devin Carter,cartede02,1096,0.6000000000000001,-0.2,0,0,Rotational
Devin Durrant,durrade01,807,-0.2,-0.6,0,0,Rotational
Devin Ebanks,ebankde01,711,0.6,-0.5,0,0,Rotational
Devin Gray,grayde01,222,-0.1,-0.4,0,0,Rotational
Devin Green,greende01,135,-0.1,-0.2,0,0,Rotational
Devin Harris,harride01,29579,67.2,18.6,1,0,All-Star
Devin Robinson,robinde01,108,0.3,0.1,0,0,Rotational
Devin Vassell,vassede01,10446,16.7,4.3,0,0,Starter
Devon Dotson,dotsode01,188,0.30000000000000004,0,0,0,Rotational
Devon Hall,hallde01,81,-0.2,-0.1,0,0,Rotational
Devontae Cacok,cacokde01,228,0.8,0.2,0,0,Rotational
Devonte' Graham,grahade01,9697,15.3,3.8000000000000003,0,0,Rotational
Devyn Marble,marblde01,457,-0.2,-0.4,0,0,Rotational
Dewan Hernandez,hernade01,28,0,-0.1,0,0,Rotational
Dewayne Dedmon,dedmode01,10486,25,1.2000000000000002,0,0,Starter
Dewitt Menyard,menyade01,1756,1.1,0,1,0,All-Star
Dexter Boney,boneyde01,48,0,0,0,0,Rotational
Dexter Cambridge,cambrde01,885,0.4,-0.5,0,0,Rotational
Dexter Dennis,dennide01,30,0,0,0,0,Rotational
Dexter Pittman,pittmde01,379,0.29999999999999993,-0.5,0,0,Rotational
Dexter Shouse,shousde01,18,-0.1,0,0,0,Rotational
Dexter Westbrook,westbde01,254,0.6,0,0,0,Rotational
Deyonta Davis,davisde01,1299,3.6,-0.1,0,0,Rotational
Diamond Stone,stonedi01,24,-0.1,-0.1,0,0,Rotational
Diante Garrett,garredi02,1197,-1,-0.8,0,0,Rotational
Dick Atha,athadi01,448,0.7,0,0,0,Rotational
Dick Barnett,barnedi01,28937,68.8,0,1,0,All-Star
Dick Bunt,buntdi01,542,-0.6,0,0,0,Rotational
Dick Clark,clarkri01,1137,-0.2,0,0,0,Rotational
Dick Cunningham,cunnidi01,3792,4.2,0,0,0,Rotational
Dick Dickey,dickedi01,440,0.3,0,0,0,Rotational
Dick Duckett,duckedi01,424,0.2,0,0,0,Rotational
Dick Farley,farledi01,3822,8.3,0,0,0,Rotational
Dick Fitzgerald,fitzgdi01,0,-0.9,0,0,0,Rotational
Dick Garmaker,garmadi01,14087,28.7,0,4,0,All-Star
Dick Garrett,garredi01,9055,5.9,-0.8,0,0,Rotational
Dick Gibbs,gibbsdi01,5045,2,-1,0,0,Rotational
Dick Groat,groatdi01,663,2,0,0,0,Rotational
Dick Grubar,grubadi01,8,0,0,0,0,Rotational
Dick Hemric,hemridi01,2384,5.2,0,0,0,Rotational
Dick Holub,holubdi01,0,4.2,0,0,0,Rotational
Dick Knostman,knostdi01,47,0.2,0,0,0,Rotational
Dick Lee,leedi01,2,0,0,0,0,Rotational
Dick McGuire,mcguidi01,17170,51,0,7,1,All-Star
Dick Mehen,mehendi01,2294,10,0,0,0,Rotational
Dick Miller,milledi01,106,-0.3,-0.1,0,0,Rotational
Dick Murphy,murphdi01,0,-1,0,0,0,Rotational
Dick Nemelka,nemeldi01,504,0.5,0,0,0,Rotational
Dick O'Keefe,okeefdi01,0,1.7000000000000002,0,0,0,Rotational
Dick Ricketts,rickedi01,7620,2,0,0,0,Rotational
Dick Rosenthal,rosendi01,1594,1.9,0,0,0,Rotational
Dick Schnittker,schnidi01,6744,22,0,0,0,Starter
Dick Schulz,schuldi01,0,5.6,0,0,0,Rotational
Dick Shrider,shriddi01,0,0,0,0,0,Rotational
Dick Snyder,snydedi01,28113,64.4,5.4,0,0,All-Star
Dick Surhoff,surhodi01,545,0.19999999999999996,0,0,0,Rotational
Dick Triptow,triptdi01,0,1.4,0,0,0,Rotational
Dick Van Arsdale,vanardi01,31771,75.1,2.5,3,0,All-Star
Dick Wehr,wehrdi01,0,-0.1,0,0,0,Rotational
Dickey Simpkins,simpkdi01,5634,5.3999999999999995,-3.4,0,0,Rotational
Didi Louzada,louzama01,314,-0.1,-0.5,0,0,Rotational
Dijon Thompson,thompdi01,93,0.2,0.1,0,0,Rotational
Dike Eddleman,eddledi01,5379,7.2,0,2,0,All-Star
Dikembe Mutombo,mutomdi01,39382,125.2,36.3,8,1,Superstar
Dillard Crocker,crockdi01,2342,3.0000000000000004,0,0,0,Rotational
Dillon Brooks,brookdi01,16205,16.9,-5.3,0,0,Starter
Dillon Jones,jonesdi01,590,0.9,-0.3,0,0,Rotational
Dino Martin,martidi01,0,1.7999999999999998,0,0,0,Rotational
Dino Radja,radjadi01,7308,14.2,3,0,0,Rotational
Dion Glover,glovedi01,7775,7,0.2,0,0,Rotational
Dion Waiters,waitedi01,14250,10,-1,0,0,Starter
Dionte Christmas,chrisdi01,198,0.3,0,0,0,Rotational
Dirk Minniefield,minnidi01,6471,6.3,0.19999999999999996,0,0,Rotational
Dirk Nowitzki,nowitdi01,51368,206.4,85,14,12,Superstar
Dmytro Skapintsev,skapidm01,2,0,0,0,0,Rotational
Doc Rivers,riverdo01,24556,70.2,31.5,1,0,All-Star
Dolph Schayes,schaydo01,29800,142.3,0,12,6,Superstar
Domantas Sabonis,sabondo01,22599,78.1,30.8,3,2,All-Star
Dominic McGuire,mcguido01,6042,4.1,-0.4,0,0,Rotational
Dominic Pressley,pressdo01,248,-0.3,-0.2,0,0,Rotational
Dominick Barlow,barlodo01,2892,6.7,0.10000000000000003,0,0,Rotational
Dominique Jones,jonesdo02,741,0.2,-0.1,0,0,Rotational
Dominique Wilkins,wilkido01,40748,126.1,53.6,9,7,Superstar
Don Ackerman,ackerdo01,220,-0.6,0,0,0,Rotational
Don Adams,adamsdo01,17419,13.3,0,0,0,Starter
Don Anielak,anieldo01,10,-0.1,0,0,0,Rotational
Don Asmonga,asmondo01,46,-0.3,0,0,0,Rotational
Don Barksdale,barksdo01,7460,9.1,0,1,0,All-Star
Don Bielke,bielkdo01,38,0.2,0,0,0,Rotational
Don Boven,bovendo01,4728,9.7,0,0,0,Rotational
Don Buse,busedo01,26180,57.2,22.9,2,0,All-Star
Don Carlos,carlodo01,1527,2.7,0,0,0,Rotational
Don Carlson,carlsdo01,0,11.4,0,0,0,Rotational
Don Chaney,chanedo01,19716,36.6,4.1,0,0,Starter
Don Collins,collido02,7979,13,4.2,0,0,Rotational
Don Dee,deedo01,989,-0.3,0,0,0,Rotational
Don Eliason,eliasdo01,0,0,0,0,0,Rotational
Don Ford,forddo01,10300,14.3,0.39999999999999997,0,0,Starter
Don Grate,gratedo01,0,0,0,0,0,Rotational
Don Hanrahan,hanrado01,121,0.2,0,0,0,Rotational
Don Henriksen,henrido01,5591,5.3,0,0,0,Rotational
Don Kojis,kojisdo01,19241,35.8,1.1,2,0,All-Star
Don Lofgran,lofgrdo01,3422,2.9,0,0,0,Rotational
Don MacLean,macledo01,6679,9.299999999999999,-0.9,0,0,Rotational
Don Martin,martido01,0,1.1,0,0,0,Rotational
Don May,maydo01,7538,12.6,-0.3,0,0,Rotational
Don Nelson,nelsodo01,21685,74.6,4.1,0,0,All-Star
Don Ohl,ohldo01,24332,33.5,0,5,0,All-Star
Don Otten,ottendo01,3962,40.1,0,0,0,Starter
Don Putman,putnado01,0,2,0,0,0,Rotational
Don Ray,raydo01,0,1.3,0,0,0,Rotational
Don Rehfeldt,rehfedo01,1576,4.300000000000001,0,0,0,Rotational
Don Reid,reiddo01,5872,14.799999999999999,-0.3,0,0,Rotational
Don Savage,savagdo01,173,-0.1,0,0,0,Rotational
Don Sidle,sidledo01,11699,30.9,0,0,0,Starter
Don Smith,smithdo01,0,-0.1,0,0,0,Rotational
Don Smith,smithdo02,538,0,-0.2,0,0,Rotational
Don Sunderlage,sundedo01,2636,2.7,0,1,0,All-Star
Don Washington,washido01,496,0.4,-0.4,0,0,Rotational
Donald Hodge,hodgedo01,3616,1.9,-2,0,0,Rotational
Donald Royal,royaldo01,9623,20.5,0.2,0,0,Starter
Donald Sloan,sloando01,4681,3.8,-0.8,0,0,Rotational
Donald Whiteside,whitedo01,275,0.1,-0.1,0,0,Rotational
Donatas Motiejūnas,motiedo01,4566,7.2,-0.5,0,0,Rotational
Donell Taylor,taylodo01,834,0,-0.1,0,0,Rotational
Donnell Harvey,harvedo01,4942,7.4,-0.8,0,0,Rotational
Donnie Boyce,boycedo01,195,-0.3,-0.2,0,0,Rotational
Donnie Butcher,butchdo01,7056,5.7,0,0,0,Rotational
Donnie Forman,formado01,0,0.8,0,0,0,Rotational
Donnie Freeman,freemdo01,23440,65.6,1.6,5,0,All-Star
Donny Marshall,marshdo02,919,0.8,-0.4,0,0,Rotational
Donovan Clingan,clingdo01,3418,12.6,3.2,0,0,Rotational
Donovan Mitchell,mitchdo01,20585,60.1,29.400000000000002,7,2,All-Star
Donovan Williams,willido02,4,0,0,0,0,Rotational
Donta Hall,halldo01,445,1.6,0,0,0,Rotational
Donta Smith,smithdo04,560,0.5,-0.2,0,0,Rotational
Dontae' Jones,jonesdo01,91,-0.3,-0.2,0,0,Rotational
Donte DiVincenzo,divindo01,14111,29.8,9.9,0,0,Starter
Donte Grantham,grantdo01,2,0,0,0,0,Rotational
Dontell Jefferson,jeffedo01,84,0.2,0,0,0,Rotational
Dontonio Wingfield,wingfdo01,1146,1.7000000000000002,-0.1,0,0,Rotational
Donté Greene,greendo01,4259,1.5999999999999999,-1,0,0,Rotational
Donyell Marshall,marshdo01,30441,70,22.6,0,0,All-Star
Dorell Wright,wrighdo01,12280,26,9.3,0,0,Starter
Dorian Finney-Smith,finnedo01,20968,33.8,4.1,0,0,Starter
Dorie Murrey,murredo01,5202,8.100000000000001,0,0,0,Rotational
Doron Lamb,lambdo01,1849,-0.2,-2.1,0,0,Rotational
Doug Bolstorff,bolstdo01,21,0,0,0,0,Rotational
Doug Christie,chrisdo01,28640,58.1,21.2,0,0,All-Star
Doug Collins,collido01,13945,38,8.5,4,1,All-Star
Doug Edwards,edwardo01,838,0.30000000000000004,-0.7,0,0,Rotational
Doug Holcomb,holcodo01,0,0.1,0,0,0,Rotational
Doug Kistler,kistldo01,13,0,0,0,0,Rotational
Doug Lee,leedo01,415,0.8,-0.1,0,0,Rotational
Doug McDermott,mcderdo01,18191,27.599999999999998,-1.2,0,0,Starter
Doug Moe,moedo01,12081,25.5,0,3,0,All-Star
Doug Overton,overtdo01,9027,1.9,-4.8,0,0,Rotational
Doug Roth,rothdo01,412,0.4,-0.3,0,0,Rotational
Doug Sims,simsdo01,12,0,0,0,0,Rotational
Doug Smith,smithdo03,5833,2.9999999999999996,-2.4,0,0,Rotational
Doug West,westdo01,16649,17.8,-4.2,0,0,Starter
Doyle Parrack,parrado01,0,1.1,0,0,0,Rotational
Dragan Bender,bendedr01,4041,0.9,-2,0,0,Rotational
Dragan Tarlać,tarladr01,598,-0.2,-0.8,0,0,Rotational
Drake Powell,poweldr01,1320,-0.1,-1.3,0,0,Rotational
Draymond Green,greendr01,27151,66.3,28.1,4,1,All-Star
Dražen Petrović,petrodr01,8684,24,5.6,0,0,Starter
Drew Barry,barrydr01,757,0.7,-0.3,0,0,Rotational
Drew Eubanks,eubandr01,8427,21.7,2.2,0,0,Starter
Drew Gooden,goodedr01,27141,56,3.4,0,0,All-Star
Drew Gordon,gordodr01,71,-0.1,-0.1,0,0,Rotational
Drew Peterson,peterdr01,273,0.4,0,0,0,Rotational
Drew Timme,timmedr01,489,0.4,-0.3,0,0,Rotational
Dru Smith,smithdr01,1856,4.7,1.7,0,0,Rotational
Duane Causwell,causwdu01,9409,15.799999999999999,-0.7,0,0,Rotational
Duane Cooper,coopedu01,781,-0.5,-0.8,0,0,Rotational
Duane Ferrell,ferredu01,8734,15.6,0.5,0,0,Rotational
Duane Klueh,kluehdu01,0,9.7,0,0,0,Rotational
Duane Washington,washidu01,184,0.30000000000000004,0.2,0,0,Rotational
Duane Washington Jr.,washidu02,1362,-0.5,-1,0,0,Rotational
Duck Williams,willidu01,1794,-0.3,-0.9,0,0,Rotational
Dudley Bradley,bradldu01,11629,18.4,7.800000000000001,0,0,Starter
Duje Dukan,dukandu01,24,0,0,0,0,Rotational
Duncan Robinson,robindu01,13126,26,4.2,0,0,Starter
Duop Reath,reathdu01,1941,4,0.6,0,0,Rotational
Dusty Hannahs,hannadu01,39,-0.1,-0.1,0,0,Rotational
Dwaine Dillard,dilladw01,19,0,0,0,0,Rotational
Dwayne Bacon,bacondw01,4012,0.7999999999999999,-3.1,0,0,Rotational
Dwayne Jones,jonesdw02,636,1.4000000000000001,-0.3,0,0,Rotational
Dwayne McClain,mccladw01,461,-0.3,-0.2,0,0,Rotational
Dwayne Morton,mortodw01,395,0.2,-0.1,0,0,Rotational
Dwayne Polee,poleedw01,6,0,0,0,0,Rotational
Dwayne Schintzius,schindw01,1950,0.9,-1.4,0,0,Rotational
Dwayne Whitfield,whitfdw01,122,0,-0.2,0,0,Rotational
Dwight Anderson,anderdw01,33,0,0,0,0,Rotational
Dwight Buycks,buyckdw01,696,0.30000000000000004,-0.1,0,0,Rotational
Dwight Davis,davisdw01,8010,11.4,0.3,0,0,Rotational
Dwight Howard,howardw01,39457,142,39.1,8,5,Superstar
Dwight Jones,jonesdw01,19064,30.7,1.1,0,0,Starter
Dwight Powell,poweldw01,13705,51.1,9.1,0,0,All-Star
Dwight Waller,walledw01,126,0,0,0,0,Rotational
Dwyane Wade,wadedw01,37309,121.9,63.1,13,8,Superstar
Dylan Cardwell,cardwdy01,907,2.3,0,0,0,Rotational
Dylan Harper,harpedy01,1558,4.2,1.3,0,0,Rotational
Dylan Windler,windldy01,1198,1.9,0.1,0,0,Rotational
Dyron Nix,nixdy01,109,0,-0.1,0,0,Rotational
Dyson Daniels,daniedy01,7491,15.799999999999999,5.3,0,0,Rotational
Dāvis Bertāns,bertada01,10027,20.4,4.7,0,0,Starter
Džanan Musa,musadz01,526,0.1,-0.4,0,0,Rotational
E'Twaun Moore,mooreet01,12564,14.8,0.3,0,0,Starter
E.C. Coleman,colemec01,9310,12.8,0,0,0,Rotational
E.J. Liddell,liddeej01,425,0.6,-0.1,0,0,Rotational
Earl Barron,barroea01,2449,-1,-3.5,0,0,Rotational
Earl Boykins,boykiea01,15477,31.2,8,0,0,Starter
Earl Clark,clarkea01,4862,3.4,-1,0,0,Rotational
Earl Cureton,curetea01,14393,17.2,-2.3,0,0,Starter
Earl Dodd,doddea01,0,-0.3,0,0,0,Rotational
Earl Evans,evansea01,381,0.1,-0.2,0,0,Rotational
Earl Gardner,gardnea01,0,0.7,0,0,0,Rotational
Earl Jones,jonesea01,50,0,-0.1,0,0,Rotational
Earl Lloyd,lloydea01,14477,19.3,0,0,0,Starter
Earl Monroe,monroea01,30973,80,9.700000000000001,4,3,Superstar
Earl Shannon,shannea01,0,7.6,0,0,0,Rotational
Earl Tatum,tatumea01,8984,12.9,3.4000000000000004,0,0,Rotational
Earl Watson,watsoea01,21072,21.9,3.5,0,0,Starter
Earl Williams,williea01,1882,2.7,0.30000000000000004,0,0,Rotational
Earle Higgins,higgiea01,467,0.8,0,0,0,Rotational
Earnie Killum,killuea01,12,-0.1,0,0,0,Rotational
Easy Parham,parhaea01,0,0.4,0,0,0,Rotational
Ed Bartels,barteed01,0,-1.7,0,0,0,Rotational
Ed Beach,beached01,0,-0.6,0,0,0,Rotational
Ed Biedenbach,biedeed01,18,-0.1,0,0,0,Rotational
Ed Burton,burtoed01,70,0,0,0,0,Rotational
Ed Conlin,conlied01,13347,16.1,0,0,0,Starter
Ed Dahler,dahleed01,112,0.1,0,0,0,Rotational
Ed Davis,davised01,15387,48.6,7,0,0,Starter
Ed Earle,earleed01,12,0,0,0,0,Rotational
Ed Fleming,flemied01,6186,10,0,0,0,Rotational
Ed Gayda,gaydaed01,0,0.6,0,0,0,Rotational
Ed Gray,grayed01,809,0.10000000000000009,-0.4,0,0,Rotational
Ed Horton,hortoed01,374,0.4,-0.3,0,0,Rotational
Ed Johnson,johnsed01,5650,9.5,0,0,0,Rotational
Ed Kalafat,kalafed01,4358,5.4,0,0,0,Rotational
Ed Kasid,kasided01,0,0,0,0,0,Rotational
Ed Leede,leedeed01,0,5.8,0,0,0,Rotational
Ed Macauley,macaued01,18071,100.5,0,7,0,Superstar
Ed Manning,mannied01,11011,14.2,0.7,0,0,Starter
Ed Melvin,melvied01,0,0.7,0,0,0,Rotational
Ed Mikan,mikaned01,3706,8.5,0,0,0,Rotational
Ed Nealy,nealyed01,7358,16.1,2,0,0,Rotational
Ed O'Bannon,obanned01,2871,1.5,-1.1,0,0,Rotational
Ed Peterson,petered01,0,8.1,0,0,0,Rotational
Ed Pinckney,pincked01,19420,52.6,11.4,0,0,All-Star
Ed Rains,rainsed01,929,0.7,-0.5,0,0,Rotational
Ed Ratleff,ratleed01,8433,13.7,5.3,0,0,Rotational
Ed Sadowski,sadowed01,0,52.2,0,0,0,All-Star
Ed Searcy,searced01,12,0,0,0,0,Rotational
Ed Sherod,sheroed01,1624,2.5,1.1,0,0,Rotational
Ed Smith,smithed01,127,-0.3,0,0,0,Rotational
Ed Stanczak,stanced01,0,6.5,0,0,0,Rotational
Ed Stokes,stokeed01,17,0,0,0,0,Rotational
Eddie Basden,basdeed01,141,0.2,0,0,0,Rotational
Eddie Gill,gilled01,2187,2.1,2.7755575615628914e-17,0,0,Rotational
Eddie Griffin,griffed01,6729,10.8,2.7,0,0,Rotational
Eddie House,houseed01,14513,22.9,6.6,0,0,Starter
Eddie Hughes,hugheed01,1158,1.4,0,0,0,Rotational
Eddie Johnson,johnsed02,21452,42.4,12.4,2,0,All-Star
Eddie Johnson,johnsed03,35602,72.9,12,0,0,All-Star
Eddie Jones,jonesed02,36253,109.7,46.2,3,0,Superstar
Eddie Jordan,jordaed01,11156,11.1,4.7,0,0,Starter
Eddie Lee Wilkins,wilkied01,3787,2.6,-4.2,0,0,Rotational
Eddie Mast,masted01,881,0.30000000000000004,0,0,0,Rotational
Eddie Miles,milesed01,16976,25.5,0,1,0,All-Star
Eddie Miller,milleed01,5693,5.300000000000001,0,0,0,Rotational
Eddie Owens,owensed01,63,0,0,0,0,Rotational
Eddie Phillips,philled01,416,0.1,-0.3,0,0,Rotational
Eddie Robinson,robined01,5345,10.2,2.3,0,0,Rotational
Eddy Curry,curryed01,13109,21.8,-1.3,0,0,Starter
Edgar Jones,jonesed01,9387,19.3,2.2,0,0,Rotational
Edgar Lacey,laceyed01,609,0.5,0,0,0,Rotational
Edmond Sumner,sumneed01,2256,3.2,-0.6,0,0,Rotational
Edmund Lawrence,lawreed01,19,0.1,0,0,0,Rotational
Eduardo Nájera,najered01,13083,27.1,2.3000000000000003,0,0,Starter
Edwin Ubiles,ubileed01,52,0,0,0,0,Rotational
Edy Tavares,tavarwa01,129,0.4,0,0,0,Rotational
Efthimios Rentzias,rentzef01,144,0.2,-0.1,0,0,Rotational
Egor Demin,demineg01,1308,0.9,0.1,0,0,Rotational
